SampleID	DNAPlate	Tube	AnimalID	Year	Cohort2	Cohort	Date	Sex	Diet	Location
S694	8	28	81311	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S352	6	30	81312	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S344	6	61	81317	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S682	8	26	81322	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S676	8	25	81323	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S717	8	24	81328	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S316	6	27	81329	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S294	6	41	81331	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S360	6	94	81334	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S330	6	44	81335	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S368	6	63	81338	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S298	6	73	81339	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S711	8	23	81340	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S328	6	28	81341	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S705	8	22	81343	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S355	6	54	81348	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S359	6	86	81349	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S693	8	20	81354	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S688	8	27	81356	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S364	6	31	81357	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S348	6	93	81358	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S313	6	3	81361	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S323	6	83	81363	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S687	8	19	81364	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S568	2	184	81365	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S307	6	50	81369	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S353	6	38	81372	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S312	6	90	81377	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S338	6	13	81379	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S300	6	89	81383	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S675	8	17	81384	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S308	6	58	81385	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S347	6	85	81391	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S290	6	9	81392	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S381	6	72	81397	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S326	6	12	81398	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S716	8	16	81403	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S354	6	46	81407	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S377	6	40	81408	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S327	6	20	81409	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S375	6	24	81412	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S710	8	15	81418	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S309	6	66	81423	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S372	6	95	81426	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S322	6	75	81429	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S289	6	1	81430	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S357	6	70	81433	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S363	6	23	81436	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S379	6	56	81441	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S345	6	69	81442	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S704	8	14	81448	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S698	8	13	81451	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S303	6	18	81453	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S382	6	80	81457	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S370	6	79	81458	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S365	6	39	81461	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S692	8	12	81462	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S686	8	11	81463	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S680	8	10	81473	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S314	6	11	81474	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S674	8	9	81476	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S715	8	8	81480	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S709	8	7	81482	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S567	2	183	81483	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S703	8	6	81484	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S315	6	19	81494	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S697	8	5	81498	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S691	8	4	81502	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S302	6	10	81506	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S306	6	42	81508	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S361	6	7	81510	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S366	6	47	81512	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S685	8	3	81513	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S310	6	74	81514	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S569	2	185	81515	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S566	2	182	81526	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S299	6	81	81528	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S351	6	22	81529	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S673	8	1	81531	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S367	6	55	81534	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S679	8	2	81542	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S371	6	87	81549	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S356	6	62	81552	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S374	6	16	81567	2009	6	USMARC1	10/1/09	Heifer	Growing	USMARC
S483	2	99	133003	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S504	2	120	133009	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S522	2	138	133010	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S277	1	85	133011	"Aug, 2014"	7	USMARC2		Steer	Finishing	USMARC
S515	2	131	133020	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S548	2	164	133025	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S513	2	129	133027	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S514	2	130	133035	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S508	2	124	133046	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S555	2	171	133050	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S539	2	155	133051	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S487	2	103	133056	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S274	1	82	133077	"Aug, 2014"	7	USMARC2		Steer	Finishing	USMARC
S486	2	102	133078	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S494	2	110	133079	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S540	2	156	133082	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S230	1	38	133088	"Aug, 2014"	7	USMARC2		Steer	Finishing	USMARC
S520	2	136	133091	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S510	2	126	133096	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S550	2	166	133098	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S532	2	148	133101	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S535	2	151	133104	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S562	2	178	133110	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S249	1	57	133115	"Aug, 2014"	7	USMARC2		Steer	Finishing	USMARC
S541	2	157	133116	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S557	2	173	133119	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S543	2	159	133122	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S512	2	128	133124	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S558	2	174	133125	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S502	2	118	133128	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S523	2	139	133131	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S527	2	143	133147	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S482	2	98	133151	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S554	2	170	133179	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S485	2	101	133181	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S529	2	145	133182	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S556	2	172	133183	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S261	1	69	133184	"Aug, 2014"	7	USMARC2		Steer	Finishing	USMARC
S559	2	175	133214	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S538	2	154	133226	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S524	2	140	133238	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S549	2	165	133327	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S537	2	153	133335	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S518	2	134	133337	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S500	2	116	133341	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S489	2	105	133343	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S493	2	109	133346	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S481	2	97	133352	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S542	2	158	133356	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S499	2	115	133358	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S544	2	160	133362	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S501	2	117	133377	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S517	2	133	133383	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S484	2	100	133388	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S528	2	144	133393	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S545	2	161	133395	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S497	2	113	133402	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S533	2	149	133412	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S516	2	132	133415	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S511	2	127	133416	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S560	2	176	133417	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S536	2	152	133427	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S509	2	125	133433	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S495	2	111	133442	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S525	2	141	133452	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S530	2	146	133569	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S534	2	150	133606	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S496	2	112	133631	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S526	2	142	133649	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S546	2	162	133651	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S506	2	122	133653	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S503	2	119	133661	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S488	2	104	133672	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S490	2	106	133703	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S491	2	107	133734	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S519	2	135	133742	"Aug, 2014"	7	USMARC2	8/18/14	Steer	Finishing	USMARC
S255	1	63	133005	2013	8	USMARC3		Steer	Finishing	USMARC
S266	1	74	133007	2013	8	USMARC3		Steer	Finishing	USMARC
S287	1	95	133018	2013	8	USMARC3		Steer	Finishing	USMARC
S251	1	59	133029	2013	8	USMARC3		Steer	Finishing	USMARC
S252	1	60	133030	2013	8	USMARC3		Steer	Finishing	USMARC
S278	1	86	133036	2013	8	USMARC3		Steer	Finishing	USMARC
S284	1	92	133043	2013	8	USMARC3		Steer	Finishing	USMARC
S241	1	49	133045	2013	8	USMARC3		Steer	Finishing	USMARC
S257	1	65	133059	2013	8	USMARC3		Steer	Finishing	USMARC
S270	1	78	133062	2013	8	USMARC3		Steer	Finishing	USMARC
S262	1	70	133073	2013	8	USMARC3		Steer	Finishing	USMARC
S234	1	42	133113	2013	8	USMARC3		Steer	Finishing	USMARC
S281	1	89	133120	2013	8	USMARC3		Steer	Finishing	USMARC
S239	1	47	133132	2013	8	USMARC3		Steer	Finishing	USMARC
S248	1	56	133134	2013	8	USMARC3		Steer	Finishing	USMARC
S267	1	75	133141	2013	8	USMARC3		Steer	Finishing	USMARC
S233	1	41	133144	2013	8	USMARC3		Steer	Finishing	USMARC
S242	1	50	133150	2013	8	USMARC3		Steer	Finishing	USMARC
S245	1	53	133155	2013	8	USMARC3		Steer	Finishing	USMARC
S260	1	68	133157	2013	8	USMARC3		Steer	Finishing	USMARC
S236	1	44	133168	2013	8	USMARC3		Steer	Finishing	USMARC
S283	1	91	133173	2013	8	USMARC3		Steer	Finishing	USMARC
S240	1	48	133176	2013	8	USMARC3		Steer	Finishing	USMARC
S235	1	43	133189	2013	8	USMARC3		Steer	Finishing	USMARC
S271	1	79	133192	2013	8	USMARC3		Steer	Finishing	USMARC
S246	1	54	133194	2013	8	USMARC3		Steer	Finishing	USMARC
S250	1	58	133205	2013	8	USMARC3		Steer	Finishing	USMARC
S231	1	39	133207	2013	8	USMARC3		Steer	Finishing	USMARC
S265	1	73	133234	2013	8	USMARC3		Steer	Finishing	USMARC
S288	1	96	133325	2013	8	USMARC3		Steer	Finishing	USMARC
S253	1	61	133330	2013	8	USMARC3		Steer	Finishing	USMARC
S269	1	77	133351	2013	8	USMARC3		Steer	Finishing	USMARC
S280	1	88	133357	2013	8	USMARC3		Steer	Finishing	USMARC
S263	1	71	133359	2013	8	USMARC3		Steer	Finishing	USMARC
S285	1	93	133364	2013	8	USMARC3		Steer	Finishing	USMARC
S244	1	52	133367	2013	8	USMARC3		Steer	Finishing	USMARC
S282	1	90	133369	2013	8	USMARC3		Steer	Finishing	USMARC
S238	1	46	133374	2013	8	USMARC3		Steer	Finishing	USMARC
S272	1	80	133384	2013	8	USMARC3		Steer	Finishing	USMARC
S254	1	62	133390	2013	8	USMARC3		Steer	Finishing	USMARC
S256	1	64	133403	2013	8	USMARC3		Steer	Finishing	USMARC
S264	1	72	133404	2013	8	USMARC3		Steer	Finishing	USMARC
S273	1	81	133408	2013	8	USMARC3		Steer	Finishing	USMARC
S237	1	45	133434	2013	8	USMARC3		Steer	Finishing	USMARC
S258	1	66	133435	2013	8	USMARC3		Steer	Finishing	USMARC
S243	1	51	133608	2013	8	USMARC3		Steer	Finishing	USMARC
S275	1	83	133617	2013	8	USMARC3		Steer	Finishing	USMARC
S259	1	67	133648	2013	8	USMARC3		Steer	Finishing	USMARC
S268	1	76	133650	2013	8	USMARC3		Steer	Finishing	USMARC
S279	1	87	133678	2013	8	USMARC3		Steer	Finishing	USMARC
S232	1	40	133722	2013	8	USMARC3		Steer	Finishing	USMARC
